train_auc,val_auc,train_loss,val_loss
0.6900026798248291,0.7258755564689636,0.6797599792480469,0.6468194723129272
0.6803970336914062,0.7283951044082642,0.6644036769866943,0.6309959888458252
0.6973609924316406,0.7346938848495483,0.6370857954025269,0.6088972687721252
0.8375676870346069,0.7354496717453003,0.548253059387207,0.6004477739334106
0.720752477645874,0.7339380383491516,0.6003129482269287,0.5897215604782104
0.6990966796875,0.741748571395874,0.6158802509307861,0.5866425633430481
0.7292340397834778,0.7422524690628052,0.5888277888298035,0.5830962657928467
0.723541259765625,0.7465356588363647,0.5997623205184937,0.5821413993835449
0.7179145216941833,0.7495591044425964,0.6049171686172485,0.5807774066925049
0.754547119140625,0.7485512495040894,0.5647433400154114,0.5802058577537537
0.7342643737792969,0.7535903453826904,0.5904605388641357,0.5790450572967529
0.7796751260757446,0.7545982003211975,0.5390478372573853,0.578610360622406
0.7456321716308594,0.7593852281570435,0.5853754281997681,0.5775026082992554
0.7376093864440918,0.7576215863227844,0.5746942758560181,0.5769087672233582
0.7576996088027954,0.7646762132644653,0.5753791928291321,0.5752283930778503
0.7230682373046875,0.7712270021438599,0.6004288196563721,0.5742507576942444
0.7572050094604492,0.7714790105819702,0.5798022150993347,0.5722233057022095
0.7624359130859375,0.7734946012496948,0.569974422454834,0.5711937546730042
0.7803493738174438,0.7833207249641418,0.5762984752655029,0.5691064596176147
0.764678955078125,0.7853363752365112,0.5689311623573303,0.5680800676345825
0.7830886840820312,0.7893676161766052,0.5671323537826538,0.5661830306053162
0.8304873108863831,0.7908793687820435,0.5386492013931274,0.5653061866760254
0.7997635006904602,0.7916351556777954,0.567416787147522,0.5636654496192932
0.817138671875,0.7933988571166992,0.5435509085655212,0.5628863573074341
0.7848535180091858,0.7971781492233276,0.5649226903915405,0.561464786529541
0.7791290283203125,0.7991937398910522,0.5730401873588562,0.5608160495758057
0.8274012207984924,0.7979339957237244,0.5351349115371704,0.5595131516456604
0.778106689453125,0.7999496459960938,0.5773372054100037,0.5589513182640076
0.8361730575561523,0.8004534840583801,0.5368757843971252,0.5578099489212036
0.7861785888671875,0.8027210831642151,0.5691041946411133,0.5572676062583923
