train_loss,train_auc,val_loss,val_auc
0.6271360516548157,0.7680915594100952,0.35572296380996704,0.9477777481079102
0.5394120216369629,0.8290334343910217,0.3189440071582794,0.9433333277702332
0.47517961263656616,0.8609221577644348,0.3141038715839386,0.954444408416748
0.5204995274543762,0.8250585794448853,0.31673920154571533,0.9322222471237183
0.5466733574867249,0.8357455134391785,0.3173910677433014,0.9333333373069763
0.5613556504249573,0.8077660202980042,0.3153720796108246,0.9322222471237183
0.5099838972091675,0.8619384169578552,0.31232771277427673,0.9322221875190735
0.5053254961967468,0.8553491830825806,0.3101192116737366,0.9477777481079102
0.5068676471710205,0.8422527313232422,0.3100668787956238,0.954444408416748
0.5380655527114868,0.8247307538986206,0.3116593658924103,0.9555555582046509
0.47999611496925354,0.8593977689743042,0.314508318901062,0.954444408416748
0.5019007325172424,0.832287073135376,0.31839486956596375,0.9533333778381348
0.4997451603412628,0.836712658405304,0.32268160581588745,0.95333331823349
0.4909461438655853,0.852857768535614,0.32617348432540894,0.9555555582046509
0.5085597634315491,0.8426625728607178,0.3276520073413849,0.9555555582046509
0.5040284395217896,0.8375977277755737,0.32719719409942627,0.954444408416748
0.5062403678894043,0.8340244889259338,0.32355988025665283,0.9566666483879089
0.47891655564308167,0.8645281791687012,0.31750380992889404,0.9555555582046509
0.4835962951183319,0.8589388132095337,0.3111792802810669,0.9566667079925537
0.4859631061553955,0.8512842655181885,0.3056690990924835,0.9599999189376831
0.5087932348251343,0.8344670534133911,0.30205613374710083,0.9611110687255859
0.4662802219390869,0.8671671152114868,0.2999471127986908,0.9622222185134888
0.47147464752197266,0.864249587059021,0.29911431670188904,0.9644443988800049
0.4726317226886749,0.8650199174880981,0.2992886006832123,0.9611110687255859
0.47888094186782837,0.8578897714614868,0.300207257270813,0.9655554890632629
0.4721100926399231,0.8620367050170898,0.30188459157943726,0.9677777886390686
0.45866668224334717,0.8752970695495605,0.3029775619506836,0.9688888788223267
0.45979857444763184,0.8764609098434448,0.3041432201862335,0.9699999690055847
0.4876963794231415,0.8515464663505554,0.3046732246875763,0.9733332395553589
0.4694076478481293,0.863806962966919,0.3046906888484955,0.9744443893432617
