train_loss,train_auc,val_loss,val_auc
0.7533718943595886,0.536346435546875,0.5606799721717834,0.790123462677002
0.59446781873703,0.8123701214790344,0.5311019420623779,0.8079560995101929
0.5289297103881836,0.8283210396766663,0.5585166215896606,0.8175582885742188
0.49972793459892273,0.8343513607978821,0.6003555655479431,0.8161865472793579
0.4919562041759491,0.8603165149688721,0.6356147527694702,0.832647442817688
0.5045729279518127,0.8585823774337769,0.6578494906425476,0.8189300298690796
0.5318766236305237,0.8469902276992798,0.66605544090271,0.8148148059844971
0.537815511226654,0.8510054349899292,0.6619582176208496,0.8189300298690796
0.5447962880134583,0.8481308817863464,0.6489585041999817,0.8408779501914978
0.5106149315834045,0.8602852821350098,0.6310619711875916,0.8134430646896362
0.5217655301094055,0.8361324667930603,0.611692488193512,0.8175583481788635
0.521187424659729,0.8448811769485474,0.5922293066978455,0.8491083979606628
0.483270525932312,0.8739396333694458,0.573499321937561,0.8518518805503845
0.4876724183559418,0.8566920161247253,0.5556288957595825,0.8545953631401062
0.4558112621307373,0.882344663143158,0.5388027429580688,0.8559671640396118
0.4978906214237213,0.8411160707473755,0.5239129066467285,0.8545953035354614
0.4497329592704773,0.879298210144043,0.5128539204597473,0.855967104434967
0.47810882329940796,0.8529112935066223,0.5065021514892578,0.8655692338943481
0.46315887570381165,0.8662375807762146,0.5049588680267334,0.8641974925994873
0.47111326456069946,0.8615038394927979,0.5065778493881226,0.8683127760887146
0.4776521623134613,0.8548485040664673,0.5092726945877075,0.8696845173835754
0.46513456106185913,0.8790638446807861,0.511607825756073,0.8669410943984985
0.491547554731369,0.8524191975593567,0.5129184126853943,0.8806585073471069
0.4810057282447815,0.8582855463027954,0.5138210654258728,0.8834019303321838
0.45266494154930115,0.875048816204071,0.5150713324546814,0.8792867064476013
0.45951855182647705,0.8667843341827393,0.5154539346694946,0.8834019899368286
0.45569130778312683,0.8733459711074829,0.5157170295715332,0.8806584477424622
0.45206478238105774,0.8697214126586914,0.5166330337524414,0.8888888955116272
0.44712111353874207,0.8730959892272949,0.5174725651741028,0.8930041193962097
0.4573450982570648,0.8723616600036621,0.5180391669273376,0.8930041193962097
