train_loss,train_auc,val_loss,val_auc
0.8236682415008545,0.5372821092605591,0.6785997748374939,0.7587890625
0.6394131779670715,0.8271331787109375,0.6394273638725281,0.7734375
0.49657711386680603,0.888869047164917,0.6487077474594116,0.7744140625
0.5025232434272766,0.8413436412811279,0.6726444959640503,0.7734375
0.4761162996292114,0.8574889302253723,0.6978389024734497,0.779296875
0.4618803560733795,0.8722196817398071,0.7168961763381958,0.78515625
0.4980175793170929,0.8484651446342468,0.7283283472061157,0.7958984375
0.5166381001472473,0.8445954322814941,0.7330740094184875,0.787109375
0.5171607136726379,0.8557654619216919,0.7345292568206787,0.77734375
0.507176399230957,0.8592774868011475,0.7331026792526245,0.7978515625
0.543273389339447,0.8471969366073608,0.7279770970344543,0.8046875
0.5174828767776489,0.8613260984420776,0.7192996740341187,0.7861328125
0.49243685603141785,0.8741220235824585,0.7077203989028931,0.78515625
0.5278185606002808,0.8376040458679199,0.6944398283958435,0.7958984375
0.4683202803134918,0.8810809254646301,0.681022047996521,0.7861328125
0.4824198782444,0.8717644214630127,0.6687126159667969,0.791015625
0.48539578914642334,0.8598139882087708,0.6564534902572632,0.7890625
0.5067750215530396,0.8342384099960327,0.6432747840881348,0.796875
0.449248343706131,0.880495548248291,0.6305335164070129,0.796875
0.44452112913131714,0.8773576021194458,0.6175496578216553,0.798828125
0.45714274048805237,0.8769023418426514,0.604783833026886,0.8037109375
0.46903473138809204,0.8562045097351074,0.5944345593452454,0.802734375
0.44657382369041443,0.8764958381652832,0.5866536498069763,0.802734375
0.46841394901275635,0.8612610697746277,0.5809886455535889,0.8056640625
0.4515288770198822,0.88127601146698,0.5773341059684753,0.810546875
0.4625799357891083,0.8721383810043335,0.575076699256897,0.8076171875
0.44603899121284485,0.8817963004112244,0.5744481086730957,0.8134765625
0.45981305837631226,0.8725286722183228,0.5764187574386597,0.8134765625
0.4722927212715149,0.8600578904151917,0.5814973711967468,0.818359375
0.44590505957603455,0.887665867805481,0.5891431570053101,0.8154296875
