train_loss,val_loss,train_auc,val_auc,train_f1,val_f1,train_accuracy,val_accuracy,test_loss,test_auc,test_f1,test_accuracy,backbone,pretrain,clf,fold,structure,lr,batchsize,dropprob,fcsizeratio,numfilters,kernelsize,epochs,imagesize,lrdecay,lrbeta,task
0.707963651301814,0.6532788292255277,0.7061572977689144,0.8444636678200692,0.6948356807511737,0.6811594202898551,0.6601307189542484,0.7124183006535948,0.6568153523704381,0.8149425287356322,0.6808510638297872,0.7087378640776699,DenseNet121,RadImageNet,Conv,full,freezeall,0.0001,64,0.5,1.0,4,2,5,256,cosine,0.5,acl
1.1834967943577983,1.12623090077849,0.8715394629329566,0.8671280276816609,0.8250591016548463,0.7814569536423841,0.8065359477124183,0.7843137254901961,1.664218766018025,0.824521072796935,0.7254901960784313,0.7281553398058253,ResNet50,ImageNet,ConvSkip,full,freezeall,0.0001,64,0.5,1.0,16,2,5,256,cosine,0.5,acl
0.7028428609854256,0.5624901551047182,0.8030107884277147,0.8560553633217993,0.7665505226480837,0.8042328042328042,0.7372549019607844,0.7581699346405228,0.4890086749224986,0.8731800766283524,0.8376068376068376,0.8155339805825242,DenseNet121,ImageNet,Conv,full,freezeall,0.0001,64,0.5,1.0,16,2,5,256,beta,0.5,acl
0.6699294879545573,0.4799474193379769,0.8123796861800103,0.8807958477508651,0.7744186046511627,0.7878787878787878,0.74640522875817,0.7712418300653595,0.5252425074577332,0.8800766283524903,0.819047619047619,0.8155339805825242,DenseNet121,ImageNet,Conv,full,freezeall,0.0001,64,0.5,0.5,16,2,5,256,beta,0.5,acl
0.8167750960861156,0.5313933063176722,0.6511903278075533,0.8046712802768167,0.6682134570765661,0.7956989247311828,0.6261437908496732,0.7516339869281046,0.5584533746960094,0.7743295019157088,0.7241379310344828,0.6893203883495146,DenseNet121,ImageNet,Conv,full,freezeall,0.0001,64,0.5,0.5,4,2,5,256,beta,0.5,acl
0.4482860076661203,0.3251313310043484,0.8983201074688051,0.9346020761245676,0.8296639629200464,0.891566265060241,0.807843137254902,0.8823529411764706,0.4219523674076043,0.91455938697318,0.819047619047619,0.8155339805825242,ResNet50,RadImageNet,ConvSkip,full,freezeall,0.0001,64,0.5,0.5,4,2,5,256,cosine,0.5,acl
0.6595854449116326,0.4884096224323597,0.7694752586314347,0.8557093425605536,0.7332549941245593,0.782608695652174,0.7032679738562092,0.738562091503268,0.486532963595344,0.8490421455938697,0.7692307692307693,0.7378640776699029,DenseNet121,ImageNet,ConvSkip,full,freezeall,0.0001,64,0.5,0.5,4,2,5,256,beta,0.5,acl
0.7423466165081348,0.5515605226840848,0.6904939964269392,0.7892733564013841,0.6882217090069284,0.7529411764705882,0.6470588235294118,0.7254901960784313,0.4964208828592763,0.8417624521072797,0.7636363636363637,0.7475728155339806,DenseNet121,ImageNet,NonLinear,full,freezeall,0.0001,64,0.5,1.0,4,2,5,256,cosine,0.5,acl
0.5210840247425379,0.4746804724331774,0.8781420083925381,0.9320069204152248,0.8199513381995134,0.7591240875912408,0.8065359477124183,0.7843137254901961,0.5628114255886634,0.9003831417624522,0.7391304347826086,0.7669902912621359,ResNet50,RadImageNet,ConvSkip,full,freezeall,0.0001,64,0.5,1.0,4,2,5,256,beta,0.5,acl
0.5547111362413644,0.4077339752826815,0.934376168515518,0.954325259515571,0.8748510131108462,0.9162011173184358,0.8627450980392157,0.9019607843137256,0.2103575473850213,0.97816091954023,0.907563025210084,0.8932038834951457,ResNet50,RadImageNet,ConvSkip,full,freezeall,0.0001,64,0.5,0.5,16,2,5,256,cosine,0.5,acl
0.6159262761571049,0.5607851291793624,0.7917999639924107,0.8112456747404844,0.7511520737327189,0.78125,0.7176470588235294,0.7254901960784313,0.4363478202264286,0.8731800766283525,0.8264462809917356,0.7961165048543689,ResNet50,ImageNet,NonLinear,full,freezeall,0.0001,64,0.5,1.0,4,2,5,256,beta,0.5,acl
0.7108159648047553,0.7100061248330509,0.5010871522151592,0.4953287197231834,0.6242299794661191,0.6268656716417911,0.5215686274509804,0.5098039215686274,0.6950618323770542,0.5337164750957855,0.6470588235294118,0.5339805825242718,ResNet50,ImageNet,Linear,full,freezeall,0.0001,64,0.5,0.5,4,2,5,256,cosine,0.5,acl
0.6487995231073667,0.7465405156409818,0.8113756284016787,0.9133217993079584,0.7560693641618497,0.7142857142857143,0.7241830065359477,0.5555555555555556,0.7409139744286398,0.8593869731800767,0.7204968944099379,0.5631067961165048,DenseNet121,RadImageNet,ConvSkip,full,freezeall,0.0001,64,0.5,0.5,4,2,5,256,cosine,0.5,acl
0.7475455276327195,0.4385157920955832,0.7052501835002145,0.8828719723183391,0.6941580756013745,0.8397790055248618,0.6509803921568628,0.8104575163398693,0.544101447156332,0.7980842911877395,0.7454545454545455,0.7281553398058253,DenseNet121,ImageNet,Conv,full,freezeall,0.0001,64,0.5,0.5,4,2,5,256,cosine,0.5,acl
0.5727384475711125,0.3465336046966852,0.8232027365767861,0.92439446366782,0.7588652482269503,0.847457627118644,0.7333333333333333,0.8235294117647058,0.4158856605441824,0.8915708812260537,0.7747747747747747,0.7572815533980582,ResNet50,RadImageNet,NonLinear,full,freezeall,0.0001,64,0.5,1.0,4,2,5,256,beta,0.5,acl
0.6016912423707301,0.4756563142234203,0.8849972994308032,0.9088235294117648,0.8148148148148148,0.8287292817679558,0.7908496732026143,0.7973856209150327,0.5378305043989015,0.8827586206896553,0.8173913043478261,0.7961165048543689,DenseNet121,ImageNet,ConvSkip,full,freezeall,0.0001,64,0.5,1.0,16,2,5,256,cosine,0.5,acl
0.6220418620732875,0.6641424076229918,0.7373315606520143,0.8076124567474049,0.7254004576659039,0.7444444444444445,0.6862745098039216,0.6993464052287581,0.6671615879512528,0.7743295019157089,0.7321428571428571,0.7087378640776699,DenseNet121,RadImageNet,NonLinear,full,freezeall,0.0001,64,0.5,0.5,4,2,5,256,cosine,0.5,acl
0.6275828694206437,0.5502922998534309,0.824663813757669,0.9346020761245676,0.7636363636363637,0.8496732026143791,0.7450980392156863,0.8496732026143791,0.5627223907165158,0.9045977011494252,0.8380952380952381,0.8349514563106796,DenseNet121,RadImageNet,Conv,full,freezeall,0.0001,64,0.5,1.0,16,2,5,256,cosine,0.5,acl
0.7359399271946327,0.6734900661543304,0.664485437699946,0.7982698961937716,0.6752941176470588,0.717948717948718,0.6392156862745098,0.7124183006535948,0.6799391484954982,0.7176245210727968,0.66,0.6699029126213593,DenseNet121,RadImageNet,Conv,full,freezeall,0.0001,64,0.5,0.5,4,2,5,256,beta,0.5,acl
0.6083403909907622,0.4787490025065303,0.8018405417757282,0.8529411764705882,0.7621247113163973,0.8089887640449438,0.730718954248366,0.7777777777777778,0.472095395176156,0.8555555555555555,0.8,0.7766990291262136,ResNet50,ImageNet,NonLinear,full,freezeall,0.0001,64,0.5,1.0,4,2,5,256,cosine,0.5,acl
0.6068629195487577,0.3917438621614493,0.81728225795283,0.910726643598616,0.784180790960452,0.84472049689441,0.7503267973856209,0.8366013071895425,0.4854491679992491,0.8482758620689655,0.75,0.7475728155339806,ResNet50,RadImageNet,Conv,full,freezeall,0.0001,64,0.5,1.0,4,2,5,256,beta,0.5,acl
0.6744927078290702,0.6372992832676257,0.5904967662415,0.7527681660899654,0.6816786079836233,0.7555555555555555,0.5934640522875817,0.7124183006535948,0.6604946006848974,0.6555555555555556,0.6885245901639344,0.6310679611650486,ResNet50,RadImageNet,Linear,full,freezeall,0.0001,64,0.5,0.5,4,2,5,256,beta,0.5,acl
0.6858646609424766,0.7417515368243448,0.7463126843657817,0.9017301038062284,0.722488038277512,0.0,0.6967320261437908,0.4444444444444444,0.749081362798376,0.828352490421456,0.0,0.4368932038834951,DenseNet121,RadImageNet,ConvSkip,full,freezeall,0.0001,64,0.5,1.0,4,2,5,256,beta,0.5,acl
0.4623659578024172,0.827914314721924,0.8873862644895925,0.9027681660899656,0.822742474916388,0.7142857142857143,0.792156862745098,0.5555555555555556,0.8173098755114286,0.8931034482758622,0.7204968944099379,0.5631067961165048,DenseNet121,RadImageNet,ConvSkip,full,freezeall,0.0001,64,0.5,1.0,16,2,5,256,beta,0.5,acl
0.5406425024948868,0.6389598850331275,0.8569321533923305,0.9143598615916956,0.8056206088992974,0.7142857142857143,0.7830065359477124,0.5555555555555556,0.6381988288129418,0.8915708812260537,0.7204968944099379,0.5631067961165048,DenseNet121,RadImageNet,ConvSkip,full,freezeall,0.0001,64,0.5,0.5,16,2,5,256,beta,0.5,acl
0.6475730991051867,0.4188768723431755,0.8971290872076115,0.9448096885813148,0.8358556461001164,0.8805031446540881,0.8156862745098039,0.8758169934640523,0.4195183515548706,0.935249042145594,0.8545454545454545,0.8446601941747572,ResNet50,RadImageNet,Conv,full,freezeall,0.0001,64,0.5,1.0,16,2,5,256,cosine,0.5,acl
0.8552438180431042,0.9930562770444584,0.8673985901643886,0.8560553633217994,0.8042203985932005,0.7194244604316546,0.7816993464052288,0.7450980392156863,1.2653935453266774,0.8149425287356322,0.6597938144329897,0.6796116504854369,ResNet50,ImageNet,Conv,full,freezeall,0.0001,64,0.5,1.0,16,2,5,256,cosine,0.5,acl
0.8313117673973632,0.8612144219329934,0.4437450662678133,0.4546712802768166,0.5674518201284796,0.6636771300448431,0.4718954248366013,0.5098039215686274,0.9240319283263198,0.3804597701149425,0.6153846153846154,0.4660194174757281,DenseNet121,ImageNet,Linear,full,freezeall,0.0001,64,0.5,0.5,4,2,5,256,cosine,0.5,acl
