train_loss,val_loss,train_auc,val_auc
0.7607279431408849,0.6752971410751343,0.4842945614924776,0.5501089324618736
0.7142542427983777,0.6841269135475159,0.5328784595761683,0.5904139433551198
0.7060447070516389,0.6953837871551514,0.5378036973860126,0.6160130718954249
0.7148629163051474,0.685682475566864,0.5510887772194304,0.6399782135076254
0.6982350288588425,0.6658830046653748,0.5629677439183687,0.6225490196078431
0.6999751214323373,0.6577964425086975,0.5753154149954666,0.6568627450980392
0.6997041495915117,0.657111406326294,0.5801253976303535,0.6710239651416123
0.6797299793670918,0.6476028561592102,0.6139258986061807,0.6699346405228759
0.6776699874318879,0.6445578932762146,0.6405191093080079,0.678649237472767
0.6629936226483049,0.7683858275413513,0.6483756704009345,0.6802832244008714
0.6759589029180593,1.973062515258789,0.6173989212115624,0.6862745098039216
0.6646311446716046,2.745532751083374,0.6671737894364791,0.6895424836601307
0.6501749111043996,3.330629825592041,0.7007975658107048,0.6824618736383441
0.6604185682329639,3.9438161849975586,0.6638160220060547,0.6759259259259259
0.6532450638146235,2.634990930557251,0.6601201727290888,0.6775599128540304
0.6503106056410691,4.119215965270996,0.6721912313862892,0.684640522875817
0.6612281369340831,3.151118516921997,0.6833248812871697,0.6835511982570807
0.658690584774675,3.5590124130249023,0.6785072149739523,0.6721132897603486
0.6410899489501427,6.206401348114014,0.7123922364114149,0.6721132897603486
0.6357123799981742,9.17007827758789,0.6993760853195642,0.6683006535947713
0.6360486850245246,5.769641399383545,0.6893565687766048,0.6639433551198257
0.6384208569033393,3.822983503341675,0.6945814700413382,0.6546840958605664
0.6506197367865464,2.777528762817383,0.689264364636639,0.6650326797385621
0.648203015409667,6.890957832336426,0.6958723280008605,0.6786492374727668
0.6517086517399755,4.65968656539917,0.7054000891306687,0.6998910675381265
0.6443875482986713,2.7040090560913086,0.6818419313693852,0.6966230936819172
0.615241397906994,2.575631618499756,0.7221581915694681,0.6830065359477124
0.6443942279651247,5.270192623138428,0.6966253284772486,0.6873638344226579
0.6441703632782245,12.972784996032715,0.711862062606611,0.6884531590413944
0.6295200655378145,14.425360679626465,0.7268452353510673,0.6911764705882353
