train_loss,val_loss,train_auc,val_auc
0.8104132950225283,0.6914361119270325,0.46695299982196903,0.47385204081632654
0.7786292191771274,0.7017417550086975,0.620274761141772,0.39987244897959184
0.7073410330025205,0.684558629989624,0.5359696753901845,0.33864795918367346
0.7055996724975286,0.6855639219284058,0.6021304373627677,0.46938775510204084
0.6541881368511907,0.7060193419456482,0.6523500089015489,0.5822704081632653
0.651372828406152,0.6628435254096985,0.7263589697940775,0.6772959183673469
0.6380594009798176,0.6264033913612366,0.7030888374577177,0.7493622448979591
0.6370417288578896,0.6298303008079529,0.7203355883923803,0.7697704081632654
0.6328550289222449,0.6446242332458496,0.7200537060115126,0.7716836734693877
0.6131869248834128,0.5994800925254822,0.7615645955729631,0.7920918367346939
0.6006948188128749,0.5851781368255615,0.7825574149902081,0.8086734693877551
0.5894996185102708,0.5975616574287415,0.7766453029493798,0.8073979591836735
0.5852326374899228,0.5823967456817627,0.7964067414396772,0.8150510204081632
0.5887252598073389,0.5620260238647461,0.7929796451249185,0.8265306122448979
0.608484637027503,0.5678990483283997,0.7676844104207465,0.8386479591836735
0.5775802331461152,0.5839158296585083,0.8005904694083437,0.8329081632653061
0.5515366076455226,0.5577415227890015,0.8353843985520147,0.8386479591836735
0.5682653842017519,0.5424296259880066,0.7992329832057443,0.8475765306122449
0.5680604085870622,0.5504266023635864,0.8126520681265206,0.8424744897959183
0.5582531374426752,0.5468422174453735,0.8117322414100053,0.8443877551020409
0.5302310131076869,0.5292625427246094,0.8308112278203075,0.8475765306122449
0.5502596414460219,0.5258240699768066,0.8105231143552312,0.8475765306122449
0.5308925888535134,0.5302216410636902,0.8328066583585543,0.8418367346938775
0.5237191312609893,0.5216943025588989,0.8505281585662572,0.8450255102040816
0.539440796726934,0.51636803150177,0.843889086701086,0.8571428571428571
0.523690187560044,0.5289945602416992,0.8294166518307519,0.8482142857142857
0.508190673000919,0.516680896282196,0.8494303008723519,0.8475765306122448
0.5231452155177745,0.5032396912574768,0.8375244792593912,0.8545918367346939
0.5044831174232963,0.5061783790588379,0.8551792178505726,0.8488520408163265
0.5178242633081418,0.5127291083335876,0.8369978042846122,0.8475765306122449
