train_loss,val_loss,train_auc,val_auc
0.6948362915269259,0.6859995126724243,0.508744025940098,0.4449891067538126
0.663180520698942,0.6819374561309814,0.6722142824212808,0.5299564270152506
0.6437832682708214,0.6713570952415466,0.7485977287046855,0.7222222222222221
0.6188323760032653,0.6474748849868774,0.8457271064804142,0.8404139433551198
0.595389095668135,0.6030023097991943,0.8839380388179429,0.9014161220043572
0.5705891228544301,0.5633819103240967,0.8955480767753138,0.9139433551198257
0.5487373018264771,0.5372100472450256,0.9213959706790836,0.9215686274509803
0.5240100330319898,0.5197156667709351,0.9266746576921305,0.9297385620915033
0.4975253119139836,0.5002489686012268,0.9192061223548937,0.9340958605664488
0.4390509493186556,0.47759735584259033,0.9628801499854011,0.9270152505446623
0.4200990704832406,0.4686647355556488,0.968458500453337,0.9155773420479303
0.4030368560347064,0.4727567434310913,0.9689079956356708,0.9084967320261438
0.40637927051248224,0.45955511927604675,0.9667296728289766,0.9117647058823529
0.39082456218785255,0.4505539834499359,0.9741982081662134,0.9232026143790849
0.36785268734241355,0.4476361572742462,0.9790005071227698,0.9237472766884531
0.36406211256980897,0.45502975583076477,0.9843060870099735,0.9242919389978212
0.35604340244983806,0.4441224932670593,0.9885513192875692,0.9302832244008714
0.34684419459310073,0.43057477474212646,0.9908948411783689,0.9351851851851851
0.33589308927799094,0.42372938990592957,0.9927158729426951,0.9373638344226579
0.33556271240629,0.4202266037464142,0.9889969726307378,0.9357298474945532
0.33535414005148,0.42498156428337097,0.9950517111551642,0.9324618736383442
0.3309747485867862,0.4307754635810852,0.9949518233368678,0.929193899782135
0.32802003280869846,0.43578043580055237,0.9933997203141087,0.9302832244008715
0.32425853194861576,0.44252413511276245,0.9982865397323006,0.92619825708061
0.3225171559021391,0.45797884464263916,0.9959430178415011,0.9172113289760349
0.3254347397952244,0.4713849127292633,0.994690578273631,0.909313725490196
0.3231579480500057,0.4651966392993927,0.9970878859127442,0.9128540305010894
0.3259382613362937,0.4612013101577759,0.9934189295099349,0.9172113289760347
0.32223667564063235,0.4613356292247772,0.9954358950716887,0.9281045751633987
0.32336510037553723,0.46397343277931213,0.9982865397323006,0.9340958605664487
