train_loss,val_loss,train_auc,val_auc
0.6888164819012798,0.6734217405319214,0.5442629517536052,0.5114795918367346
0.6769679138721729,0.6680455207824707,0.6010622514984274,0.5522959183673469
0.6820103686620482,0.6685770153999329,0.5732078214942733,0.5682397959183674
0.6618612536074183,0.6599750518798828,0.6387232211738176,0.6364795918367346
0.6484279635794592,0.658528745174408,0.687399857575218,0.6734693877551021
0.6478090953278445,0.6570032835006714,0.6825410954839476,0.6843112244897959
0.644200673525969,0.6593788862228394,0.6838021482404606,0.655612244897959
0.6332153363382703,0.6638720631599426,0.7232879354340989,0.6230867346938777
0.6325858448290534,0.6623103618621826,0.7250163195062608,0.6281887755102041
0.6237601653164875,0.6534691452980042,0.7376787727731292,0.6779336734693877
0.6227648496143873,0.6441717743873596,0.7413803335113643,0.7251275510204082
0.6247367113627019,0.6439481973648071,0.7304091745297014,0.7646683673469388
0.6145993548575209,0.6403571367263794,0.7513649041599906,0.7684948979591837
0.6119578233107178,0.627960741519928,0.7561569046347397,0.7908163265306123
0.6045568727350041,0.6173558235168457,0.7677585899946591,0.7914540816326531
0.6112188525064388,0.6139906644821167,0.748709275413922,0.7723214285714285
0.6173326314221538,0.6150937080383301,0.733858524716634,0.7480867346938774
0.5980294650881797,0.6153062582015991,0.7811702569580441,0.7308673469387755
0.6011971599839537,0.6199904084205627,0.7698727078511661,0.7238520408163265
0.5958609154324409,0.6287012696266174,0.7853762387988843,0.7161989795918366
0.600369992775588,0.6309241652488708,0.769397958578126,0.7174744897959183
0.5923151852958741,0.6267412900924683,0.7849905050145392,0.725765306122449
0.5916205860765119,0.6199610233306885,0.7774093525606789,0.7340561224489796
0.599175383902693,0.6204695701599121,0.7670538840424901,0.75
0.6083533053307798,0.6294924020767212,0.7467806064921964,0.7602040816326531
0.5909748370979733,0.6338984370231628,0.7839668268945463,0.7621173469387755
0.5789257065369086,0.6222890019416809,0.8007685003857338,0.7684948979591837
0.5800586973540032,0.6166399717330933,0.7970891935196724,0.7653061224489796
0.581986551839702,0.6225595474243164,0.7960877692718533,0.7646683673469387
0.5849635260676176,0.6367176175117493,0.7902498368049374,0.7646683673469388
