train_auc,val_auc,train_loss,val_loss
0.5206298828125,0.6624752283096313,0.6951897144317627,0.6861695647239685
0.5983038544654846,0.6567596197128296,0.6860425472259521,0.6824992895126343
0.5931186676025391,0.6582838296890259,0.684509813785553,0.6770495176315308
0.6194860935211182,0.6595031023025513,0.6782389879226685,0.6748793125152588
0.6077011823654175,0.6634659767150879,0.6801645159721375,0.6711153388023376
0.6654281616210938,0.6665142178535461,0.6688930988311768,0.6694206595420837
0.657191276550293,0.6756591796875,0.6685858964920044,0.6663996577262878
0.6641845703125,0.6767261028289795,0.6671136617660522,0.6649445295333862
0.651642382144928,0.6825178861618042,0.6708089709281921,0.6620244383811951
0.671600341796875,0.6880048513412476,0.6621073484420776,0.660251259803772
0.6675946712493896,0.6936442852020264,0.6640467643737793,0.6565045714378357
0.676727294921875,0.6988264322280884,0.658008873462677,0.6546739935874939
0.6530269384384155,0.7058374881744385,0.6654468774795532,0.6510084867477417
0.7239608764648438,0.7106386423110962,0.645180881023407,0.6491751074790955
0.7043367028236389,0.7210791110992432,0.648471474647522,0.6455094814300537
0.68756103515625,0.7290809154510498,0.6537525653839111,0.6437772512435913
0.7266883850097656,0.7443224787712097,0.6416248083114624,0.6404136419296265
0.6693706512451172,0.7494284510612488,0.65641188621521,0.638828694820404
0.7340354919433594,0.7582685947418213,0.6401153802871704,0.6359291672706604
0.7236216068267822,0.7625362277030945,0.6442456245422363,0.6345298886299133
0.735649824142456,0.7707666158676147,0.6400694251060486,0.6317274570465088
0.7735214233398438,0.772290825843811,0.6297541856765747,0.6303157806396484
0.7664120197296143,0.777549147605896,0.6292097568511963,0.6275992393493652
0.7498092651367188,0.7789971232414246,0.6328248977661133,0.6261819005012512
0.8052330017089844,0.7843316793441772,0.618218719959259,0.623184323310852
0.7383804321289062,0.7853986024856567,0.6359582543373108,0.621713399887085
0.7724437713623047,0.7891327142715454,0.6235334873199463,0.6185553073883057
0.7611054182052612,0.790961742401123,0.6324886083602905,0.616939902305603
0.7555006742477417,0.7929431200027466,0.6255050301551819,0.6139474511146545
0.7470321655273438,0.7938576340675354,0.6272255778312683,0.612587034702301
