train_auc,val_auc,train_loss,val_loss
0.540948748588562,0.5941048860549927,0.7769834399223328,0.69379061460495
0.600738525390625,0.5984315872192383,0.7384716272354126,0.686048686504364
0.6129055023193359,0.5999188423156738,0.7278003096580505,0.685205340385437
0.6234813928604126,0.6300027370452881,0.7293821573257446,0.6752404570579529
0.6598262786865234,0.6458896398544312,0.702979326248169,0.6659697890281677
0.7031611204147339,0.6666440963745117,0.6750611066818237,0.6578798294067383
0.7315227389335632,0.689021110534668,0.6563002467155457,0.6439282894134521
0.7258987426757812,0.6882098317146301,0.6516671180725098,0.6429377794265747
0.7285881042480469,0.6634668111801147,0.650333821773529,0.6524683237075806
0.7595764398574829,0.6502163410186768,0.6285884380340576,0.6607233881950378
0.7600669860839844,0.637912392616272,0.613957941532135,0.6723381280899048
0.7722107768058777,0.6421038508415222,0.6152513027191162,0.6726194024085999
0.764346182346344,0.6780016422271729,0.6071693897247314,0.6463610529899597
0.759185791015625,0.6934829950332642,0.6122076511383057,0.6349079012870789
0.8141639232635498,0.7141698002815247,0.5662090182304382,0.6208574771881104
0.8352203369140625,0.7123445272445679,0.5411219000816345,0.6220145225524902
0.8004709482192993,0.6878042221069336,0.578157901763916,0.6396629214286804
0.7580795288085938,0.6794213056564331,0.6228116750717163,0.6518449187278748
0.8602808713912964,0.6694158911705017,0.515225887298584,0.6639017462730408
0.8194732666015625,0.6782044172286987,0.554449737071991,0.6534008383750916
0.8115355968475342,0.7128176689147949,0.5576281547546387,0.6189489960670471
0.8356857299804688,0.7283666729927063,0.5296964645385742,0.6048014163970947
0.8253078460693359,0.7295159101486206,0.5412483811378479,0.6055111289024353
0.8429855704307556,0.7152514457702637,0.5135769248008728,0.6178185939788818
0.8704584836959839,0.6914548277854919,0.4862654209136963,0.6465475559234619
0.8257522583007812,0.6795564889907837,0.5460411310195923,0.6624619960784912
0.8556864261627197,0.6772579550743103,0.5063649415969849,0.6668779850006104
0.8424530029296875,0.6863845586776733,0.519498348236084,0.6509678959846497
0.8793870210647583,0.7191048860549927,0.47180843353271484,0.6156705617904663
0.840545654296875,0.7271498441696167,0.5225064754486084,0.6058707237243652
