train_loss,val_loss,train_auc,val_auc
0.7261211975160554,0.589975118637085,0.4754100986799949,0.4757033248081841
0.5837145594883305,0.5651857256889343,0.6278194284249649,0.6777493606138107
0.5927160270711317,0.5460599064826965,0.6316641035499166,0.751918158567775
0.5412412426582207,0.5266803503036499,0.7908336537229271,0.8017902813299232
0.5052071625961126,0.49969911575317383,0.8663334614891708,0.8414322250639386
0.48852884131956864,0.47276270389556885,0.8474945533769063,0.867007672634271
0.46740010763234635,0.4534233808517456,0.8719402793797256,0.8734015345268542
0.4337955609149899,0.43647781014442444,0.8848039215686275,0.8759590792838874
0.3910944038958898,0.4213896095752716,0.8874311162373446,0.8785166240409207
0.3602237444829176,0.39914369583129883,0.9010636934512367,0.870843989769821
0.2920742999104893,0.3771146833896637,0.9344322696398821,0.867007672634271
0.26053203259878616,0.37970170378685,0.9476803793412788,0.8580562659846547
0.24430535167933784,0.37974420189857483,0.9529828271177753,0.8580562659846548
0.21613405315527517,0.3591982424259186,0.9617454825067282,0.8734015345268542
0.18573633431325834,0.35658809542655945,0.9738882481097013,0.8861892583120204
0.16400128709228706,0.3504183292388916,0.9829232346533385,0.8989769820971867
0.12560833930145823,0.35786542296409607,0.9908208381391773,0.9040920716112533
0.1280834557432117,0.36230984330177307,0.9855984877611176,0.9053708439897699
0.09382046935764439,0.3646748661994934,0.9942970652313212,0.9104859335038363
0.09936022580519929,0.3839808404445648,0.9925509419454056,0.9143222506393862
0.07473878950252465,0.466693252325058,0.9968601819812892,0.9028132992327366
0.08159678934039066,0.4734886884689331,0.9951781366141228,0.9002557544757034
0.05168985730823986,0.4004195034503937,0.9990388312187619,0.9245524296675192
0.05370779883999663,0.3915901184082031,0.9978213507625273,0.9296675191815856
0.04857180392412791,0.4098869264125824,0.9988946559015763,0.921994884910486
0.03519756408697144,0.44004637002944946,0.9995354350890684,0.9130434782608696
0.045592712367919674,0.4843386709690094,0.9985902857875176,0.9028132992327366
0.0317168733812271,0.5499260425567627,0.9995194156093811,0.9040920716112532
0.032200685508031256,0.5566955208778381,0.9996956298859413,0.9028132992327366
0.04549972226912963,0.5462915301322937,0.9991990260156349,0.9066496163682863
