train_loss,train_auc,val_loss,val_auc
0.915239155292511,0.3618216812610626,0.7344130873680115,0.7889273166656494
0.7310010194778442,0.7125636339187622,0.587908148765564,0.8365051746368408
0.5754363536834717,0.8419095873832703,0.5144500136375427,0.8546712398529053
0.5390205979347229,0.8241291046142578,0.48487308621406555,0.8659169673919678
0.5421352982521057,0.8362581729888916,0.4769192934036255,0.8659169673919678
0.5411730408668518,0.8262277841567993,0.4773091673851013,0.8641868829727173
0.5452830791473389,0.8318957090377808,0.479281485080719,0.8762975335121155
0.547027051448822,0.8352667093276978,0.48065993189811707,0.8762975335121155
0.5464653968811035,0.8379271626472473,0.48184752464294434,0.8685120940208435
0.5466986894607544,0.8544021844863892,0.4836331009864807,0.8875432014465332
0.559030294418335,0.8402736186981201,0.48544546961784363,0.8711072206497192
0.5815245509147644,0.8234682083129883,0.4855045974254608,0.8754324913024902
0.5547202229499817,0.8456771969795227,0.4814356565475464,0.8780276775360107
0.5440532565116882,0.8395795822143555,0.4744701385498047,0.8814878463745117
0.5532309412956238,0.8241952061653137,0.4654757082462311,0.8840830326080322
0.562576413154602,0.8238316774368286,0.4560500681400299,0.8840830326080322
0.5328441262245178,0.8282603025436401,0.449174165725708,0.8918684720993042
0.48909658193588257,0.8516260385513306,0.44629865884780884,0.8918684720993042
0.4930598735809326,0.8512459397315979,0.4477529525756836,0.8944635987281799
0.499373197555542,0.8466851711273193,0.4527978003025055,0.89532870054245
0.505583643913269,0.8362250924110413,0.4600522816181183,0.8927335143089294
0.5024121403694153,0.8478749394416809,0.4672701954841614,0.89619380235672
0.5141636729240417,0.8437107801437378,0.4730466902256012,0.8961937427520752
0.5208379030227661,0.8298466205596924,0.4762677550315857,0.900519073009491
0.5002940893173218,0.8531132340431213,0.4759960174560547,0.9013841152191162
0.5075510740280151,0.8518573045730591,0.472120463848114,0.9048442244529724
0.5060217976570129,0.8493786454200745,0.46542319655418396,0.9057093262672424
0.5019981861114502,0.8403397798538208,0.45817071199417114,0.9057093858718872
0.48470908403396606,0.8604914546012878,0.45045343041419983,0.9057093262672424
0.5011448860168457,0.8467347621917725,0.4435252547264099,0.9100346565246582
