train_loss,train_auc,val_loss,val_auc
0.9010388255119324,0.33228635787963867,0.6733710765838623,0.817959189414978
0.6201767325401306,0.7877586483955383,0.6017361283302307,0.8146938681602478
0.5269433856010437,0.844799816608429,0.6026554107666016,0.8261224031448364
0.5314440131187439,0.827768087387085,0.6385826468467712,0.8310204148292542
0.5283126831054688,0.8312281370162964,0.6797995567321777,0.822857141494751
0.5282574892044067,0.84293532371521,0.711486279964447,0.8212244510650635
0.5735821723937988,0.8265923261642456,0.7283506989479065,0.8122448921203613
0.5659239888191223,0.8330589532852173,0.7298117280006409,0.8122448921203613
0.5591866374015808,0.8412556052207947,0.7189232110977173,0.8212244510650635
0.5821026563644409,0.8399287462234497,0.6982524394989014,0.8334693908691406
0.5643780827522278,0.8440271615982056,0.671528160572052,0.8440816402435303
0.5325044393539429,0.8539202809333801,0.643304169178009,0.8326530456542969
0.5276886820793152,0.858539342880249,0.6168943643569946,0.8367347121238708
0.5445882678031921,0.8314297199249268,0.5937674641609192,0.8383673429489136
0.5562615394592285,0.819218635559082,0.5755948424339294,0.841632604598999
0.5356675386428833,0.8223091959953308,0.5628147125244141,0.8391836881637573
0.5099650621414185,0.8394584655761719,0.555324375629425,0.8383673429489136
0.5151147246360779,0.832219123840332,0.5535019040107727,0.8399999737739563
0.5170782208442688,0.8289438486099243,0.5570464134216309,0.8408162593841553
0.4697723984718323,0.8726316690444946,0.5643122792243958,0.8424489498138428
0.5417208075523376,0.8121472597122192,0.5733113884925842,0.8416326642036438
0.5002501010894775,0.8514512181282043,0.5809687972068787,0.8416326642036438
0.5111634135246277,0.8394584655761719,0.5861778855323792,0.8432652950286865
0.48826372623443604,0.8618651032447815,0.5890451073646545,0.8334693908691406
0.49896180629730225,0.8491836786270142,0.5900677442550659,0.8391836881637573
0.5032174587249756,0.8435904383659363,0.5896723866462708,0.8342857360839844
0.5168583989143372,0.8299852609634399,0.5881747603416443,0.8326531052589417
0.46684765815734863,0.8690875768661499,0.5868215560913086,0.8359183669090271
0.4878232479095459,0.8506617546081543,0.5861688852310181,0.8342857360839844
0.4877151548862457,0.8489317297935486,0.585411548614502,0.8351020216941833
