train_auc,val_auc,train_loss,val_loss
0.5633049011230469,0.7580623030662537,0.688025951385498,0.6673665046691895
0.5788511633872986,0.7685812711715698,0.6858574151992798,0.6653534173965454
0.5899410247802734,0.7796539664268494,0.6849830150604248,0.6622247099876404
0.6564808487892151,0.7831141948699951,0.6734607219696045,0.6602321863174438
0.6488201022148132,0.7798616290092468,0.6725934147834778,0.6550816297531128
0.6077041625976562,0.7821453213691711,0.6801507472991943,0.6534320712089539
0.639191746711731,0.7865743637084961,0.672351598739624,0.64964359998703
0.646484375,0.7901037931442261,0.6699743270874023,0.6485193371772766
0.6818084716796875,0.797024130821228,0.6618154048919678,0.6459525227546692
0.6522391438484192,0.8033217787742615,0.6655728816986084,0.64482581615448
0.6823410987854004,0.8211072683334351,0.6611363291740417,0.6429311633110046
0.7080917358398438,0.828166127204895,0.6538830995559692,0.6417397260665894
0.6831009387969971,0.8451211452484131,0.6608944535255432,0.6394670009613037
0.751190185546875,0.8467128276824951,0.6470047831535339,0.6378446817398071
0.7394709587097168,0.8502422571182251,0.6495470404624939,0.6336451172828674
0.701141357421875,0.8535640239715576,0.6530059576034546,0.6321244835853577
0.7699966430664062,0.853979229927063,0.639419436454773,0.6290575861930847
0.7629655599594116,0.8549480438232422,0.6419969797134399,0.6273210644721985
0.7877001762390137,0.8555017113685608,0.6349047422409058,0.6233307719230652
0.7622222900390625,0.8552941083908081,0.6347854137420654,0.6215980052947998
0.7589923143386841,0.8570933938026428,0.6345791220664978,0.6183243989944458
0.7566146850585938,0.85820072889328,0.6341246962547302,0.6167289614677429
0.7839094400405884,0.8584083318710327,0.6280081272125244,0.6135776042938232
0.7541046142578125,0.859100341796875,0.6321632862091064,0.6118733882904053
0.8069270849227905,0.8587543964385986,0.6180455088615417,0.6079779863357544
0.743682861328125,0.8598616123199463,0.6341028213500977,0.6063576936721802
0.8075545430183411,0.8615916967391968,0.6148479580879211,0.602899968624115
0.81060791015625,0.8622145652770996,0.6113863587379456,0.601177453994751
0.7597799301147461,0.865190327167511,0.6288034915924072,0.5973442792892456
0.832733154296875,0.8662283420562744,0.6019283533096313,0.595713198184967
